,Title,Content
39,"अमीषा पटेल ने शर्ट के बटन खोल मचाया 'गदर', सकीना की बोल्ड तस्वीर ने बढ़ाया इंटरनेट का पारा","बॉलीवुड अभिनेत्री अमीषा पटेल इन दिनों अपनी बहुचर्चित और ब्लॉकबस्टर फिल्म गदर के सीक्वल को लेकर चर्चा में हैं। बीते दिनों इस फिल्म की घोषणा के बाद शूटिंग शुरू हो गई थी। फिल्मों के अलावा अमीषा पटेल अपने बोल्ड अंदाज के लिए जानी ...
								"
40,"अमेरिकी स्टडी के अनुसार, सुबह देर तक सोने की आदत टीनएजर्स को बना सकती है डायबिटीज़ का शिकार",अमेरिका की ब्रिंगहैम यंग यूनिवर्सिटी की एक रिसर्च के मुताबिक जो टीनएजर सुबह देर से उठते हैं उनमें आलस मोटापा के साथ ही डायबिटीज होने की संभावना भी काफी हद तक बढ़ जाती है। आइए जानते हैं इस बारे में और विस्तार से। 
41,"आस्ट्रेलिया में कोरोना का प्रकोप, संक्रमण के मामले 10 लाख के पार",आस्ट्रेलिया में कोरोना वायरस के मामलों की संख्या दिन-ब-दिन बढ़ती जा रही है। देश में वायरस का नया वैरिएंट ओमिक्रोन भी अपने चरम पर है। प्रधान मंत्री स्काट मारिसन ने सोमवार को कहा‌ कि वायरस के मामले 10 लाख के पार हो गए हैं।
42,"Moto G71 5G स्मार्टफोन भारत में लॉन्च, जानिए कीमत और स्पेसिफिकेशन्स","Moto G71 5G स्मार्टफोन में 13 ट्रू 5G बैंड्स दिए गए हैं। फोन को Flipkart Axis बैंक क्रेडिट कार्ड को 5 फीसदी छूट पर खरीद पाएंगे। साथ ही 4000 रुपये की एक्स्ट्रा छूट दी जा रही है। फोन को 659 रुपये प्रतिमाह की ईएमआई ऑप्शन में खरी...
								"
43,"अमेरिका में कोरोना का विस्फोट, 6 करोड़ से ज्यादा लोग हुए प्रभावित","अमेरिका कोरोना वायरस के दंश को तो झेल ही रहा था कि नए वैरिएंट ओमिक्रोन ने भी देश में दस्तक दे दी है। अमेरिका में नवीनतम कोरोना वायरस के आंकड़े सोमवार तक 6 करोड़ से ज्यादा हो चुके हैं। जो वैश्विक कोरोना संख्या का लगभग 20 फीसद ...
								"
44,पीएम मोदी की सुरक्षा में चूक मामले की अब सुप्रीम कोर्ट के पूर्व जज की अध्यक्षता में गठित कमेटी करेगी जांच,"सुप्रीम कोर्ट मामले की जांच के लिए सुप्रीम कोर्ट के एक पूर्व न्यायाधीश की अध्यक्षता में एक स्वतंत्र समिति गठित करने के लिए सहमत हुआ है। समिति में चंडीगढ़ के डीजीपी आईजी एनआईए हाईकोर्ट के रजिस्ट्रार जनरल और पंजाब के एडीजीपी को...
								"
45,"सारा अली खान ने शेयर की इंस्टाग्राम वर्सेज रियलिटी मॉर्निंग पोस्ट, देखें फोटोज","सारा अली खान अपनी एक्टिविटी को लेकर काफी चर्चा में रहती हैं। अब उन्होंने अपने सोशल मीडिया हैंडल पर इंस्टाग्राम वर्सेज रियलिटी मंडे मॉर्निंग तस्वीरें शेयर की है। जिसमें वो फैंस को समझा रही हैं कि इंस्टाग्राम और रियलिटी मॉर्निं...
								"
46,"Sara Ali Khan के गाने 'चकाचक' पर बच्ची ने किया जबरदस्त डांस, लोग बोले- ये तो ऐश्वर्या राय की बेटी लग रही",इंस्टाग्राम के इस वायरल वीडियो में नजर आने वाली बच्ची सारा अली खान की फिल्म अतरंगी रे के चकाचक गाने पर डांस कर रही है। वीडियो में बच्ची ने सारा से मैचिंग हरे रंग की साड़ी और पिंक ब्लाउज पहना हुआ हैं।
47,"भाषा से मिलती आत्मनिर्भरता की राह, अभिव्यक्ति, संचार और सृजन का सशक्त माध्यम",यह हिंदी भाषा का सौभाग्य रहा है कि कई सदियों से वह कोटि-कोटि भारतवासियों की अभिव्यक्ति संचार और सृजन के लिए एक प्रमुख और सशक्त माध्यम का कार्य करती आ रही है। आज सर्जनात्मक साहित्य की दृष्टि से हिंदी समृद्ध दिखती है।
48,सर्दियों में बच्चों को संक्रमण से लड़ने में मदद करते हैं ये 6 सुपरफूड्स,"चाहे वयस्क हों या फिर बच्चे सभी को पोषण से भरपूर डाइट की ज़रूरत होती है। बच्चों को कई तरह की इंफेक्शन्स और बीमारियां आसानी से हो जाती हैं। उनको एक्टिव बनाएं रखें खूब सारा पानी पिलाएं और पोषण से भरपूर खाना खिलाने से सेहत को फा...
								"
49,"पाकिस्तान में सेना प्रमुख की नियुक्ति को लेकर सरकार पर लगातार हमलावर विपक्ष, सियासी कार्ड खेल रहे इमरान खान","पाकिस्तान मुस्लिम लीग-नवाज (पीएमएल-एन) के महासचिव अहसान इकबाल ने रविवार को इमरान खान सरकार पर हमला बोला है।उन्होंने कहा कि मौजूदा पाकिस्तान सेना प्रमुख के कार्यकाल को सही समय से पहले ही बढ़ाने की बात सिर्फ एक राजनीतिक रणनीति ...
								"
50,"कोरोना का कहर जारी, मनसुख मंडाविया आज राज्यों के साथ करेंगे बैठक","मंडाविया आज दोपहर 330 बजे गुजरात राजस्थान मध्य प्रदेश गोवा दादरा और नगर हवेली दमन और दीव और महाराष्ट्र के स्वास्थ्य मंत्रियों अधिकारियों से मिलेंगे और इन राज्यों में कोरोना की स्थिति पर चर्चा करेंगे। मंडाविया इन राज्यों के को...
								"
51,"बर्थडे पर विदेशी ब्वॉयफ्रेंड के साथ रोमांटिक हुईं इस फिल्ममेकर की बेटी, KISS करते हुए तस्वीरें हुईं लीक","बॉलीवुड के मशहूर निर्माता-निर्देशक और एक्टर अनुराग कश्यप की बेटी आलिया भी उनकी तरह काफी चर्चा में रहती हैं। आलिया कश्यप ने बीती 8 जनवरी को अपना 21वां जन्मदिन मनाया। इस मौके पर उनके चाहने वालों और दोस्तों ने जन्मदिन की बधाई दी...
								"
52,"केप टाउन में हुई थी इस भारतीय गेंदबाज के टेस्ट करियर की शुरुआत, अब इतिहास रचने पर नजर","बुमराह को इस बात की खुशी है कि वह अपना अगला मुकाबला उसी स्थान पर खेलेंगे जहां चार साल पहले उन्होंने टेस्ट क्रिकेट में पदार्पण किया था। चार साल पहले पदार्पण करने वाले बुमराह इस बार टीम के प्रमुख तेज गेंदबाजों में से एक के रूप ...
								"
53,"AWES: 136 आर्मी पब्लिक स्कूलों में 8700 नहीं इतने टीचिंग पदों की भर्ती, TGT, PGT और PRT के लिए आवेदन शुरू","AWES द्वारा जारी नोटिस के अनुसार इन स्कूलों में पोस्ट ग्रेजुएट टीचर (पीजीटी) ट्रेंड ग्रेजुएट टीचर (टीजीटी) और प्राइमरी टीचर (पीआरटी) पदों के लिए योग्य उम्मीदवारों से 7 जनवरी से 28 जनवरी 2022 तक ऑनलाइन आवेदन आमंत्रित किए जा रह...
								"
54,"फोन में जरूर रखें ये तीन ऐप, इस बार के चुनाव में आएंगे बेहद काम"," इस बार का चुनाव वर्चुअली होगा। ऐसे में चुनाव ऐप बेस्ड होगा। ऐसे में चुनाव का अहमियत बढ़ जाती है। इसलिए यूपी उत्तराखंड पंजाब गोवा और मणिपुर के वोटर्स को फोन में इन तीन ऐप्स को जरूर डाउनलोड करना चाहिए जो चुनाव के दौरान काफी मद...
								"
55,कोरोनावायरस प्रतिबंधों का उल्लंघन करने पर सू की को 4 साल और कैद,सू की को पिछले महीने दो अन्य आरोपों में दोषी ठहराया गया था और चार साल की जेल की सजा दी गई थी जिसे बाद में सैन्य सरकार के प्रमुख ने आधा कर दिया था। सू की के खिलाफ करीब एक दर्जन मामले दर्ज हैं।
56,टीम की जरूरत खिलाड़ी की व्यक्तिगत उपलब्धि से अधिक महत्वपूर्ण- सुनील गावस्कर,"गावस्कर ने कहा कि अगर भारत ने सेंचुरियन में दक्षिण अफ्रीका के किले को ध्वस्त किया तो अफ्रीकी खिलाड़ियों ने जोहानिसबर्ग के वांडरर्स क्रिकेट मैदान में घर से बाहर बने भारत के किले को तोड़ा। भारत की 1992 के बाद इस स्थल पर सभी दौर...
								"
57,"आपका Aadhaar नंबर असली है या नकली, घर बैठे ऐसे लगाएं पता",चाहे आपके घर से जुड़ा काम हो या फिर कोरोना की वैक्सीन लगवानी हर काम के लिए आधार की जरूरत होती है। ऐसे में अगर आपको यह पता चले कि आपका आधार कार्ड नकली है तो क्या होगा? इसलिए यह जानना जरूरी है कि आपका आधार नकली तो नहीं है
